pairs
6644 62833.3333 22900.0000
9472 64883.3333 29283.3333
1812 60633.0556 27200.0000
4714 61816.6667 27800.0000
4490 61700.0000 24483.3333
8900 64233.3333 24800.0000
3769 61383.3333 28016.6667
9397 64766.6667 25550.0000
1113 60366.6667 21933.3333
10267 66516.6667 29033.3333
289 60100.0000 22533.3333
6791 62900.0000 25233.3333
10160 66183.3333 29466.6667
988 60316.6667 22383.3333
6883 62933.3333 30466.6667
4541 61733.3333 23550.0000
4870 61900.0000 28600.0000
5418 62216.6667 30200.0000
7923 63483.3333 28450.0000
6392 62716.6667 22283.3333
8383 63816.6667 25983.3333
9568 65050.0000 24883.3333
10262 66500.0000 25800.0000
4530 61716.6667 28700.0000
4429 61666.6667 26650.0000
6750 62883.3333 21800.0000
4688 61800.0000 28316.6667
2951 61050.0000 24683.3333
3279 61166.6667 23950.0000
1777 60616.6667 22783.3333
3991 61483.3333 23250.0000
546 60183.3333 19950.0000
1586 60549.7222 27233.0556
3749 61383.3333 22466.6667
9343 64666.6667 27666.6667
7493 63216.6667 26600.0000
7173 63050.0000 28150.0000
3499 61266.6667 28983.3333
9238 64550.0000 28966.6667
9251 64566.6667 27583.3333
5785 62416.6667 30716.6667
6990 62983.3333 23900.0000
7345 63133.3333 29700.0000
349 60116.6667 24483.3333
4845 61900.0000 22050.0000
8184 63650.0000 28883.3333
206 60066.6667 20216.6667
9571 65050.0000 25983.3333
4109 61533.3333 22950.0000
4863 61900.0000 27583.3333
10284 66583.3333 27900.0000
10545 67916.6667 27600.0000
8402 63833.3333 23466.6667
2717 60966.6667 27150.0000
6014 62533.3333 27666.6667
181 60050.0000 23216.6667
3232 61150.0000 22833.3333
4775 61850.0000 25116.6667
8173 63650.0000 23400.0000
1437 60483.3333 26383.3333
3036 61066.6667 28750.0000
5311 62150.0000 30633.3333
7608 63283.3333 28600.0000
9335 64666.6667 24600.0000
8629 64050.0000 28066.6667
8044 63566.6667 27583.3333
1709 60583.3333 26633.3333
2067 60733.3333 24650.0000
5505 62283.3333 22250.0000
2272 60816.6667 23066.6667
8810 64166.6667 27966.6667
3674 61350.0000 24700.0000
9016 64316.6667 28233.3333
5475 62266.6667 23383.3333
5178 62083.3333 27783.3333
913 60283.3333 24366.6667
3452 61250.0000 24950.0000
4220 61566.6667 27200.0000
2768 60983.3333 27850.0000
9777 65350.0000 28783.3333
795 60250.0000 22950.0000
7768 63383.3333 26650.0000
4372 61650.0000 22750.0000
402 60133.3333 24650.0000
8008 63550.0000 25383.3333
3412 61233.3333 22883.3333
3541 61300.0000 23350.0000
9081 64383.3333 27666.6667
4760 61833.3333 29900.0000
3949 61466.6667 23566.6667
8094 63600.0000 26233.3333
3770 61383.3333 28833.3333
5751 62400.0000 29233.3333
5692 62383.3333 21850.0000
3708 61366.6667 22950.0000
3687 61350.0000 28483.3333
7865 63450.0000 26583.3333
