pairs
3871 61433.3333 23383.3333
3545 61300.0000 24333.3333
3500 61266.6667 29150.0000
8967 64266.6667 28233.3333
4470 61683.3333 28900.0000
3639 61333.3333 25733.3333
8690 64083.3333 29783.3333
8913 64233.3333 28150.0000
1615 60550.0000 25766.6667
10084 66000.0000 27550.0000
3476 61266.6667 23666.6667
5442 62250.0000 22600.0000
2831 61016.6667 22516.6667
3621 61333.3333 23016.6667
4188 61566.6667 21533.3333
6258 62650.0000 24933.3333
10177 66250.0000 28950.0000
766 60250.0000 19700.0000
9054 64350.0000 28066.6667
10405 67016.9444 29017.2222
4777 61850.0000 26250.0000
10357 66800.0000 26250.0000
6160 62600.0000 28650.0000
2241 60800.0000 25700.0000
7033 63000.0000 23800.0000
8726 64116.6667 24666.6667
5526 62300.0000 21683.3333
5348 62183.3333 23283.3333
6930 62950.0000 30050.0000
3334 61183.3333 28950.0000
2140 60750.0000 28133.3333
8233 63683.3333 30033.3333
4452 61683.3333 23850.0000
4420 61666.6667 23950.0000
10218 66366.6667 24200.0000
9736 65316.6667 27216.6667
7632 63300.0000 27950.0000
1907 60666.6667 23466.6667
9370 64700.0000 28950.0000
7118 63033.3333 24566.6667
6738 62866.6667 29766.6667
7700 63350.0000 22733.3333
5113 62050.0000 24433.3333
9865 65583.3333 27150.0000
2469 60883.3333 25050.0000
10268 66533.3333 23800.0000
1305 60433.3333 23566.6667
6283 62666.6667 22416.6667
9938 65716.6667 27950.0000
8845 64183.3333 28600.0000
7147 63050.0000 23900.0000
5057 62016.6667 25616.6667
10480 67350.0000 24883.3333
7907 63483.3333 23750.0000
9628 65150.0000 29166.6667
10460 67245.5556 27903.6111
9080 64383.3333 27600.0000
8483 63916.6667 26566.6667
8217 63683.3333 23466.6667
8458 63900.0000 23850.0000
161 60033.3333 24516.6667
6387 62716.6667 21400.0000
2682 60966.6667 21883.3333
10123 66083.3333 26450.0000
4131 61533.3333 27000.0000
3139 61116.6667 21600.0000
4909 61933.3333 21733.3333
9196 64500.0000 28083.3333
8660 64066.6667 30050.0000
3917 61450.0000 25633.3333
1508 60516.6667 23950.0000
2863 61016.6667 27883.3333
10479 67333.3333 26800.0000
8631 64050.0000 28183.3333
2012 60700.0000 27216.6667
1008 60316.6667 24583.3333
1233 60400.0000 26250.0000
9448 64850.0000 25150.0000
7094 63033.3333 21633.3333
9726 65300.0000 29500.0000
8417 63850.0000 23166.6667
4111 61533.3333 23366.6667
293 60100.0000 22850.0000
10565 68266.6667 24033.3333
4545 61733.3333 24900.0000
1380 60466.6667 22983.3333
6635 62816.6667 30166.6667
467 60159.4444 25111.6667
9608 65133.3333 25733.3333
1511 60516.6667 24400.0000
7100 63033.3333 22716.6667
8016 63550.0000 29233.3333
5060 62016.6667 27216.6667
8134 63616.6667 28800.0000
9964 65766.6667 29616.6667
2109 60750.0000 25200.0000
2493 60900.0000 21266.6667
10105 66033.3333 28533.3333
8011 63550.0000 26100.0000
8746 64116.6667 28633.3333
772 60250.0000 20033.3333
10559 68133.3333 24250.0000
8907 64233.3333 27616.6667
1640 60566.6667 22766.6667
6020 62533.3333 29366.6667
2614 60933.3333 25650.0000
9601 65116.6667 25433.3333
7184 63066.6667 22250.0000
5515 62283.3333 26733.3333
9211 64516.6667 27916.6667
10341 66733.3333 27600.0000
7926 63483.3333 29433.3333
1080 60350.0000 22583.3333
4372 61650.0000 22750.0000
3197 61133.3333 23000.0000
7101 63033.3333 22783.3333
4073 61516.6667 22750.0000
3575 61316.6667 21666.6667
7220 63083.3333 21866.6667
7418 63183.3333 24133.3333
334 60116.6667 22600.0000
3523 61283.3333 27216.6667
8281 63733.3333 23300.0000
3557 61300.0000 26666.6667
3876 61433.3333 25400.0000
2377 60850.0000 25600.0000
3880 61433.3333 27166.6667
397 60133.3333 24050.0000
1247 60416.6667 22333.3333
3491 61266.6667 27700.0000
2133 60750.0000 27383.0556
3062 61083.3333 25833.3333
6879 62933.3333 29083.3333
2788 61000.0000 24033.3333
3453 61250.0000 25400.0000
4875 61900.0000 29833.3333
2171 60766.6667 27783.3333
9846 65516.6667 29500.0000
94 59994.7222 24474.1667
8582 64016.6667 28633.3333
3962 61466.6667 26766.6667
9239 64550.0000 29150.0000
4298 61600.0000 29366.6667
3964 61466.6667 27100.0000
9730 65316.6667 25433.3333
7603 63283.3333 26250.0000
4741 61833.3333 25866.6667
9039 64350.0000 23966.6667
3900 61450.0000 22650.0000
9732 65316.6667 25466.6667
7288 63116.6667 22666.6667
7804 63416.6667 22450.0000
7602 63283.3333 26233.3333
9980 65800.0000 24583.3333
2909 61033.3333 27450.0000
596 60196.1111 24258.6111
7797 63400.0000 29083.3333
6449 62733.3333 29016.6667
2882 61033.3333 22933.3333
6564 62783.3333 29166.6667
8025 63566.6667 24516.6667
4405 61666.6667 21433.3333
542 60183.3333 19583.3333
9431 64816.6667 27950.0000
272 60091.1111 24314.7222
10552 68066.6667 24500.0000
9725 65300.0000 28616.6667
5065 62016.6667 29516.6667
4159 61550.0000 24166.6667
5502 62266.6667 30800.0000
9925 65683.3333 29366.6667
4836 61883.3333 27966.6667
5983 62516.6667 28866.6667
8860 64200.0000 27083.3333
8675 64083.3333 27700.0000
3177 61116.6667 27466.6667
5856 62466.6667 21483.3333
